"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Turkey","Industrial Waste - Production","2004","Terajoules","336",""
"Turkey","Industrial Waste - Production","2003","Terajoules","444",""
"Turkey","Industrial Waste - Production","2002","Terajoules","528",""
"Turkey","Industrial Waste - Production","2001","Terajoules","552",""
"Turkey","Industrial Waste - Production","2000","Terajoules","648",""
"United Kingdom","Industrial Waste - Production","2016","Terajoules","8234",""
"United Kingdom","Industrial Waste - Production","2015","Terajoules","7485",""
"United Kingdom","Industrial Waste - Production","2014","Terajoules","8556",""
"United Kingdom","Industrial Waste - Production","2013","Terajoules","4379",""
"United Kingdom","Industrial Waste - Production","2012","Terajoules","13313",""
"United Kingdom","Industrial Waste - Production","2011","Terajoules","13313",""
"United Kingdom","Industrial Waste - Production","2010","Terajoules","2439",""
"United Kingdom","Industrial Waste - Production","2009","Terajoules","6397",""
"United Kingdom","Industrial Waste - Production","2008","Terajoules","6966",""
"United Kingdom","Industrial Waste - Production","2007","Terajoules","10702",""
"United Kingdom","Industrial Waste - Production","2006","Terajoules","10371",""
"United Kingdom","Industrial Waste - Production","2005","Terajoules","14789",""
"United Kingdom","Industrial Waste - Production","2004","Terajoules","14845",""
"United Kingdom","Industrial Waste - Production","2003","Terajoules","20012",""
"United Kingdom","Industrial Waste - Production","2002","Terajoules","19293",""
"United Kingdom","Industrial Waste - Production","2001","Terajoules","14473",""
"United Kingdom","Industrial Waste - Production","2000","Terajoules","1472",""
"United Kingdom","Industrial Waste - Production","1999","Terajoules","1472",""
"United Kingdom","Industrial Waste - Production","1998","Terajoules","1631",""
"United Kingdom","Industrial Waste - Production","1997","Terajoules","1869",""
"United Kingdom","Industrial Waste - Production","1996","Terajoules","1750",""
"United Kingdom","Industrial Waste - Production","1995","Terajoules","1909",""
"United Kingdom","Industrial Waste - Production","1994","Terajoules","1591",""
"United Kingdom","Industrial Waste - Production","1993","Terajoules","1313",""
"United Kingdom","Industrial Waste - Production","1992","Terajoules","1074",""
"United Kingdom","Industrial Waste - Production","1991","Terajoules","676",""
"United Kingdom","Industrial Waste - Production","1990","Terajoules","676",""
"United States","Industrial Waste - Production","2016","Terajoules","30424",""
"United States","Industrial Waste - Production","2015","Terajoules","50686",""
"United States","Industrial Waste - Production","2014","Terajoules","58520",""
"United States","Industrial Waste - Production","2013","Terajoules","59796",""
"United States","Industrial Waste - Production","2012","Terajoules","75157",""
"United States","Industrial Waste - Production","2011","Terajoules","83523",""
"United States","Industrial Waste - Production","2010","Terajoules","80589",""
"United States","Industrial Waste - Production","2009","Terajoules","120217",""
"United States","Industrial Waste - Production","2008","Terajoules","103305",""
"United States","Industrial Waste - Production","2007","Terajoules","137921",""
"United States","Industrial Waste - Production","2006","Terajoules","127560",""
"United States","Industrial Waste - Production","2005","Terajoules","104030",""
"United States","Industrial Waste - Production","2004","Terajoules","115291",""
"United States","Industrial Waste - Production","2003","Terajoules","149449",""
"United States","Industrial Waste - Production","2002","Terajoules","142833",""
"United States","Industrial Waste - Production","2001","Terajoules","144568",""
"United States","Industrial Waste - Production","2000","Terajoules","172192",""
"United States","Industrial Waste - Production","1999","Terajoules","148659",""
"United States","Industrial Waste - Production","1998","Terajoules","111828",""
"United States","Industrial Waste - Production","1997","Terajoules","129139",""
"United States","Industrial Waste - Production","1996","Terajoules","123426",""
"United States","Industrial Waste - Production","1995","Terajoules","128432",""
"United States","Industrial Waste - Production","1994","Terajoules","155973",""
"United States","Industrial Waste - Production","1993","Terajoules","145673",""
"United States","Industrial Waste - Production","1992","Terajoules","165816",""
"United States","Industrial Waste - Production","1991","Terajoules","142881",""
"United States","Industrial Waste - Production","1990","Terajoules","80721",""

"fnSeqID","Footnote"
"1","Estimate"
